company,address,industry,website,phone,contact_person,is_hotline,gender,position,email,url
Kamco - Công Ty TNHH Thương Mại & Sản Xuất Cơ Khí Kamco,"30/17 Nguyễn Cửu Vân, P. 17, Q. Bình Thạnh,","Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02838035135',,,,,,https://www.yellowpages.vn/lgs/1019691/kamco-cong-ty-tnhh-thuong-mai---san-xuat-co-khi-kamco.html
Công Ty TNHH Cơ Khí Chế Tạo Pa Lăng Cầu Trục Việt Nam,"Số 1A216A, Đường Vĩnh Lộc, ấp 1, X. Phạm Văn Hai, H. Bình Chánh,","Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Cơ Khí - Chế Tạo Máy",www.palangcautruc.ticc.vn,'02822530779__0938450376',Ms Huân,,female,,,https://www.yellowpages.vn/lgs/1187781924/cong-ty-tnhh-co-khi-che-tao-pa-lang-cau-truc-viet-nam.html
Công Ty TNHH Thiết Bị Nâng Việt Hàn,"119/34 Lê Văn Khương, P. Hiệp Thành, Q. 12,","Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.palanghyundai.com,'0868233955',Mr. Dương,,male,NVKD,palanghyundai01@gmail.com,https://www.yellowpages.vn/lgs/1187894736/cong-ty-tnhh-thiet-bi-nang-viet-han.html
Công Ty TNHH Sungdo Machinery,"4/5 Đồ Sơn, P. 4, Q. Tân Bình,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.sungdohoist.co.kr,'02822160700',Văn phòng,,,,vnsungdo@yahoo.com,https://www.yellowpages.vn/lgs/1099011/cong-ty-tnhh-sungdo-machinery.html
Công Ty TNHH Kỹ Thuật GNB,"Tầng 6 Toà Nhà MD Complex, Số 68 Nguyễn Cơ Thạch, P. Cầu Diễn, Q. Nam Từ Liêm,","Cửa Cuốn__Cơ Khí Chính Xác - Gia Công Chi Tiết, Linh Kiện, Phụ Tùng Theo Yêu Cầu__Thiết Bị Điện - Sản Xuất và Cung Cấp Thiết Bị Điện__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02439911182',Mr. Nguyễn Tất Xuân,,male,,sales.gnbtech@gmail.com,https://www.yellowpages.vn/lgs/1187807784/cong-ty-tnhh-ky-thuat-gnb.html
Công Ty TNHH Xây Dựng Rising Sun,"Số 28 VSIP II, Đường Số 25, KCN Việt Nam Singapore II-A, P. Vĩnh Tân, H. Tân Quyền,","Xây Dựng - Nhà Thầu Xây Dựng__Máy Móc - Các Loại__Nhà Xưởng, Nhà Công Nghiệp - Thi Công Nhà Xưởng, Nhà Công Nghiệp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02742222619__0978139330',Mr. Trần Đình Quân,,male,Giám Sát,tranquantc37@gmail.com,https://www.yellowpages.vn/lgs/1187905074/cong-ty-tnhh-xay-dung-rising-sun.html
Công Ty TNHH Anphi Việt Nam,"89/33 Làng Tăng Phú, KP. 4, P. Tăng Nhơn Phú A, Q. 9,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Lưỡi Dao, Dao Cắt Công Nghiệp__Thiết Bị Điện - Nhập Khẩu và Phân Phối Thiết Bị Điện__Máy Móc Cơ Khí, Thiết Bị Cơ Khí__Máy Đóng Gói - Máy Móc và Thiết Bị Đóng Gói",www.giacongsanxuat.com,'0911932410__0888762876',Ms. Vy,X,female,Hotline,anphivietnam@gmail.com,https://www.yellowpages.vn/lgs/1187933661/cong-ty-tnhh-anphi-viet-nam.html
Công Ty TNHH Cơ Khí Công Nghiệp Miền Nam,"Đ11/11B5 Quách Điêu, X. Vĩnh Lộc A, H. Bình Chánh,","Cơ Khí Công Nghiệp (Băng Chuyền, Đường ống, Bồn Khuấy,..)__Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Công Nghiệp - Máy Móc Và Thiết Bị Công Nghiệp",www.cokhimiennam.com,'0908138515__02862663247',Mr. Huệ,,male,Giám đóc,ckmn2007@gmail.com,https://www.yellowpages.vn/lgs/1080531/cong-ty-tnhh-co-khi-cong-nghiep-mien-nam.html
Công Ty TNHH MHE-Demag Việt Nam,"Phòng 1206, Lầu 12, Sailing Tower, 111A Pasteur, P, Bến Nghé, Q.1,","Bốc Xếp Hàng Hóa - Thiết Bị Bốc Xếp Hàng Hóa__Bãi Đỗ Xe Tự Động, Bãi Đỗ Xe Thông Minh__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Xe Nâng Tay",www.mhe-demag.com,'02838236540',Hotline,X,,,hoangnguyen_ho@mhe-demag.com,https://www.yellowpages.vn/lgs/716349/cong-ty-tnhh-mhe-demag-viet-nam.html
Chi Nhánh Công Ty TNHH TV TM TK Cơ Khí Xây Dựng THPLUS,"Lô 02 MBQH 414 Lê Lai P. Đông Sơn Tp . Thanh Hóa,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",,'0975295268',,,,,,https://www.yellowpages.vn/lgs/1187900253/chi-nhanh-cong-ty-tnhh-tv-tm-tk-co-khi-xay-dung-thplus.html
Công Ty TNHH Thiết Bị Nâng Nam Việt,"39/95/6 Đường 102, P. Tăng Nhơn Phú A, Quận 9,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.navietco.com.vn,'080938808353__0938808353',Hotline,X,,,,https://www.yellowpages.vn/lgs/1187920860/cong-ty-tnhh-thiet-bi-nang-nam-viet.html
Công Ty TNHH Cầu Trục Và Thiết Bị Công Nghiệp BTEC,"Số Nhà 7, Tổ 3, Tình Quang, Phường Giang Biên, Quận Long Biên,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.kgcranehoist.com.vn,'0918685779__02466593959',,,,,,https://www.yellowpages.vn/lgs/1187826330/cong-ty-tnhh-cau-truc-va-thiet-bi-cong-nghiep-btec.html
Cửa Hàng Thiết Bị Nâng Hiền Hòa,"1129 Lạc Long Quân, P.11, Q.Tân Bình,","Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'0938234855__0908139980',Ms. Thanh Thảo,,female,,haivy172510@gmail.com,https://www.yellowpages.vn/lgs/1187840331/cua-hang-thiet-bi-nang-hien-hoa.html
Công Ty TNHH Thiết Bị Nâng Nam Việt,"39/95/6 Đường 102, P. Tăng Nhơn Phú A, Quận 9,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.navietco.com.vn,'080938808353__0938808353',Hotline,X,,,,https://www.yellowpages.vn/lgs/1187920860/cong-ty-tnhh-thiet-bi-nang-nam-viet.html
Cửa Hàng Thiết Bị Xây Dựng Gia Phúc,"360 KP3, QL1A, P. Bình Hưng Hòa A, Q.Bình Tân,","Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'0938234855__0908139980',Ms. Thanh Thảo,,female,,,https://www.yellowpages.vn/lgs/1187840349/cua-hang-thiet-bi-xay-dung-gia-phuc.html
Chi Nhánh Công Ty TNHH TV TM TK Cơ Khí Xây Dựng THPLUS,"Lô 02 MBQH 414 Lê Lai P. Đông Sơn Tp . Thanh Hóa,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",,'0975295268',,,,,,https://www.yellowpages.vn/lgs/1187900253/chi-nhanh-cong-ty-tnhh-tv-tm-tk-co-khi-xay-dung-thplus.html
Cửa Hàng Thiết Bị Xây Dựng Gia Phúc,"360 KP3, QL1A, P. Bình Hưng Hòa A, Q.Bình Tân,","Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'0938234855__0908139980',Ms. Thanh Thảo,,female,,,https://www.yellowpages.vn/lgs/1187840349/cua-hang-thiet-bi-xay-dung-gia-phuc.html
Công Ty TNHH Konecranes Việt Nam,"Số 32, Đường 33, KP. 5, P. An Phú, Q.2","Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.konecranes.vn,'0862961948__02862961948',Công Ty Konecranes Việt Nam,,,,,https://www.yellowpages.vn/lgs/1187699856/cong-ty-tnhh-konecranes-viet-nam.html
Xuyên Điền - Công Ty TNHH Sản Xuất & Thương Mại-Nhà Máy Xuyên Điền,"332/22B ấp Đông Thành,X. Tân Đông Hiệp, H. Dĩ An,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02743776070',,,,,,https://www.yellowpages.vn/lgs/1229829/xuyen-dien-cong-ty-tnhh-san-xuat---thuong-mai-nha-may-xuyen-dien.html
Công Ty TNHH Thương Mại Và Dịch Vụ Hải Liên,"422/2 Đào Duy Anh, P. 9, Q. Phú Nhuận,","Máy Móc Cơ Khí, Thiết Bị Cơ Khí__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02839972066',,,,,,https://www.yellowpages.vn/lgs/962589/cong-ty-tnhh-thuong-mai-va-dich-vu-hai-lien.html
Công Ty TNHH Kỹ Thuật Thương Mại & Đầu Tư Hà Nội,"Phòng 316, 1 Lê Phụng Hiểu, Q. Hoàn Kiếm,","Kết Cấu Thép - Thiết kế, Gia Công Và Sản Xuất Kết Cấu Thép__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.swfkrantechnik.com,'02435736543',,,,,,https://www.yellowpages.vn/lgs/1309191/cong-ty-tnhh-ky-thuat-thuong-mai---dau-tu-ha-noi.html
Hiệp Phúc Thành - Công Ty TNHH Xây Dựng Thương Mại Dịch Vụ Hiệp Phúc Thành,"228/7 B2 Khu phố 4,Trần Xuân Soạn, P. Tân Hưng, Q. 7,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02837718294',,,,,,https://www.yellowpages.vn/lgs/3689082/hiep-phuc-thanh-cong-ty-tnhh-xay-dung-thuong-mai-dich-vu-hiep-phuc-thanh.html
Alpha - Công Ty Cổ Phần Thiết Bị Alpha,"101 Nguyễn Ngọc Nại, P. Khương Mai, Q. Thanh Xuân,","Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02462851542',,,,,,https://www.yellowpages.vn/lgs/1391847/alpha-cong-ty-co-phan-thiet-bi-alpha.html
Công Ty TNHH Xây Dựng Hà Nội,"45 Nguyên Hồng, Q. Ba Đình,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02437763430',,,,,,https://www.yellowpages.vn/lgs/1314576/cong-ty-tnhh-xay-dung-ha-noi.html
Công Ty TNHH Cầu Trục Liên Phát,"Số 106/32 KP2 đường Đỗ Năng Tế, P. An Lạc A, Q. Bình Tân,","Pa Lăng Cáp__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Động Cơ Giảm Tốc và Hộp Giảm Tốc",www.cautruc.net,'02862538723__0902708908__0919188950',Mr Trung/Ms Thùy,,male,TP Kinh doanh,,https://www.yellowpages.vn/lgs/1187723109/cong-ty-tnhh-cau-truc-lien-phat.html
Công Ty TNHH Sản Xuất Thương Mại Thái Hòa,"Khu Công Nghiệp Sóng Thần 1, Lô E, Đường 8, Huyện Dĩ An, Bình Dương","Pa Lăng Cáp__Pa Lăng Xích__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..",www.thaihoacranes.vn,'02838972066__0838972066',Hotline,X,,,thaihoa@thaihoacranes.vn,https://www.yellowpages.vn/lgs/1091883/cong-ty-tnhh-san-xuat-thuong-mai-thai-hoa.html
Công Ty CP SX Và Xây Dựng Thịnh An,"Tòa B2, HUD 2, Tây Nam Linh Đàm, P. Hoàng Liệt, Q. Hoàng Mai,","Nhà Lắp Ghép, Nhà Di Động__Nhà Xưởng, Nhà Công Nghiệp - Thi Công Nhà Xưởng, Nhà Công Nghiệp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế__Xây Dựng Cầu Đường__Xây Dựng - Công Ty Xây Dựng__Xây Dựng Công Trình__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..",www.keloph.com,'0916055181__02422388046',Mr. Hoàng Minh Kéo,,male,,thinhan.keloph@gmail.com,https://www.yellowpages.vn/lgs/1187734077/cong-ty-cp-sx-va-xay-dung-thinh-an.html
Công Ty TNHH Kỹ Thuật Thương Mại Hy Mẫn,"642/43/16 Lê Đức Thọ, P. 15, Q. Gò Vấp,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế__Sơn Công Nghiệp - Công Ty Sản Xuất và Cung Cấp__Thiết Bị Nâng Hạ__Vận Tải Đường Bộ__Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ",,'02862749677__0909525648',Mr. Hảo,,male,,,https://www.yellowpages.vn/lgs/1187737890/cong-ty-tnhh-ky-thuat-thuong-mai-hy-man.html
Gia Hưng - Công Ty TNHH Cơ Khí Thương Mại Gia Hưng,"12/7 Đường T12,X. Tân Quý Tây, H. Bình Chánh,","Cơ Khí -  Gia Công và Chế Tạo__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02838858157',,,,,,https://www.yellowpages.vn/lgs/1019688/gia-hung-cong-ty-tnhh-co-khi-thuong-mai-gia-hung.html
Văn Phòng Đại Diện - Công Ty Liebherr-Werk Nenzing,"37 (47-49) Trần Quốc Hoàn, P. 4, Q. Tân Bình,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02838118135',,,,,,https://www.yellowpages.vn/lgs/1010562/van-phong-dai-dien-cong-ty-liebherr-werk-nenzing.html
Balkan - Công Ty TNHH Kỹ Thuật Thương Mại Balkan,"200 Ngõ Xã Đàn 2, P. Nam Động, Q. Đống Đa,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.podem.bg,'02435729959',,,,,,https://www.yellowpages.vn/lgs/1309188/balkan-cong-ty-tnhh-ky-thuat-thuong-mai-balkan.html
Công Ty Cổ Phần Xáng Xây Dựng Cần Thơ,"178 Nguyễn Thị Minh Khai, P. Xuân Khánh, Q. Ninh Kiều,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Xây Dựng Thủy Lợi",,'02923821653',,,,,,https://www.yellowpages.vn/lgs/691818/cong-ty-co-phan-xang-xay-dung-can-tho.html
C & M - Công Ty TNHH Cơ Khí Và Cầu Trục C & M,"D40/K300 Cộng Hòa, P. 12, Q. Tân Bình,","Thiết Bị Nâng Hạ__Cơ Khí -  Gia Công và Chế Tạo__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.cm-cranes.com,'02838114031',,,,,,https://www.yellowpages.vn/lgs/964092/c---m-cong-ty-tnhh-co-khi-va-cau-truc-c---m.html
Công Ty TNHH Sản Xuất Cơ Khí & Cầu Trục NMC,"Tầng 19, Tòa Nhà Indochina Park Tower, 4 Nguyễn Đình Chiểu, P. Đa Kao, Q. 1,","Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Bãi Đỗ Xe Tự Động, Bãi Đỗ Xe Thông Minh",www.nmc-vn.com.vn,'02839106321',,,,,,https://www.yellowpages.vn/lgs/711630/cong-ty-tnhh-san-xuat-co-khi---cau-truc-nmc.html
Công Ty TNHH Cơ Khí Cầu Trục An Bình,"33 Hoa Sứ, P. 7, Q. Phú Nhuận,","Thiết Bị Nâng Hạ__Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Thép - Sản xuất Và Gia Công Sản Phẩm Thép",www.cautrucanbinh.com,'02835178593__0977717712',Nguyễn Văn Hiếu,,,P. Giám đốc,nguyen_hieuab@yahoo.com.vn,https://www.yellowpages.vn/lgs/1187695347/cong-ty-tnhh-co-khi-cau-truc-an-binh.html
Công Ty Cổ Phần Mặt Trời Việt,"Số 103, Tô Hiệu, Q. Lê Chân,","Động Cơ Thủy__Tàu Thuyền - Trang Thiết Bị__Cơ Khí Chính Xác - Gia Công Chi Tiết, Linh Kiện, Phụ Tùng Theo Yêu Cầu__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.vietsunjsc.com.vn,'02253533615',,,,,,https://www.yellowpages.vn/lgs/1187674815/cong-ty-co-phan-mat-troi-viet.html
Hoàng Tấn Phát - Công Ty TNHH Thiết Bị Nâng Hoàng Tấn Phát,"17 Đường B1, P. Tây Thạnh, Q. Tân Phú,","Thiết Bị Nâng Hạ__Cơ Khí -  Gia Công và Chế Tạo__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.thietbinang.vn,'02862677389__0917358182',Ông Hồ Ngọc Anh Tuấn,,male,Giám Đốc,tuananh@thietbinang.vn,https://www.yellowpages.vn/lgs/1052574/hoang-tan-phat-cong-ty-tnhh-thiet-bi-nang-hoang-tan-phat.html
Đức Phát - Công Ty TNHH Đức Phát,"306 Đê La Thành, Q. Đống Đa,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Cốp Pha Thép, Khuôn Đúc Bê Tông__Nhà Thép Tiền Chế__Xà Gồ Thép, Thép Hộp, Mạ Kẽm__Giàn Giáo Xây Dựng Và Phụ Kiện__Tôn Nhựa, Ngói Nhựa (PC, PVC, PVC ASA, PVC ACU,..)",www.ducphatsteel.com.vn,'02438562887',,,,,,https://www.yellowpages.vn/lgs/727215/duc-phat-cong-ty-tnhh-duc-phat.html
Công Ty TNHH Alliance Việt Nam,"Khu Công Nghiệp Việt Nam-Singapore, 16 Đại Lộ Độc Lập, H. Thuận An,","Bốc Xếp Hàng Hóa - Thiết Bị Bốc Xếp Hàng Hóa__Thùng Xe Tải Và Phụ Kiện__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02743767496',,,,,,https://www.yellowpages.vn/lgs/1032594/cong-ty-tnhh-alliance-viet-nam.html
ích Thuận Sang - Công Ty TNHH Thiết Bị Nâng-Văn Phòng ích Thuận Sang,"18/7 Nguyễn Cửu Vân, P. 17, Q. Bình Thạnh,","Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02838983655',,,,,,https://www.yellowpages.vn/lgs/969336/ich-thuan-sang-cong-ty-tnhh-thiet-bi-nang-van-phong-ich-thuan-sang.html
Hợp Tác Xã Vận Tải Cơ Giới Q. 6,"245D Nguyễn Văn Luông, P. 11, Q. 6,","Thiết Bị Nâng Hạ__Vận Tải - Công Ty Vận Tải và Đại Lý Vận Tải__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Cho Thuê Xe Ô Tô, Cho Thuê Xe Tháng, Xe Tự Lái,..",,'02837550833',,,,,,https://www.yellowpages.vn/lgs/1102968/hop-tac-xa-van-tai-co-gioi-q.-6.html
S.N.C Vina - Công Ty Cổ Phần Tư Vấn Thiết Kế Cơ Khí Xây Dựng Tổng Hợp S.N.C Vina,"89 Trần Thiện Chánh, P. 12, Q. 10,","Thiết Bị Nâng Hạ__Xây Dựng - Nhà Thầu Xây Dựng__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",,'02838634013',,,,,,https://www.yellowpages.vn/lgs/1026933/s.n.c-vina-cong-ty-co-phan-tu-van-thiet-ke-co-khi-xay-dung-tong-hop-s.n.c-vina.html
Tan Cranes - Công Ty TNHH Tan Cranes,"32-34 Ngô Đức Kế, P. Bến Nghé, Q. 1,","Xây Dựng - Máy Móc và Thiết Bị Xây Dựng__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.tancranes.com,'02822200668',,,,,,https://www.yellowpages.vn/lgs/1166217/tan-cranes-cong-ty-tnhh-tan-cranes.html
An Lập Phát - Công Ty TNHH Sản Xuất & Thương Mại An Lập Phát,"170/40/7 Thống Nhất, P. 16, Q. Gò Vấp,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.alpcrane.com,'02835892235',,,,,,https://www.yellowpages.vn/lgs/986418/an-lap-phat-cong-ty-tnhh-san-xuat---thuong-mai-an-lap-phat.html
Công Ty Cổ Phần Công Nghệ K.C.T,"Số 116, Đường Ngô Quyền, P. Quang Trung, Hà Đông,","Trạm Trộn Bê Tông & Thiết Bị Phụ Trợ__Bê Tông - Máy Móc và Thiết Bị__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.kct.com.vn,'02433553198',,,,,,https://www.yellowpages.vn/lgs/1187675892/cong-ty-co-phan-cong-nghe-k.c.t.html
ích Thuận Sang - Công Ty TNHH Thiết Bị Nâng ích Thuận Sang,"18/7 Nguyễn Cửu Vân, P. 17, Q. Bình Thạnh,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.lightstar.com.vn,'02837661877',,,,,,https://www.yellowpages.vn/lgs/1014789/ich-thuan-sang-cong-ty-tnhh-thiet-bi-nang-ich-thuan-sang.html
Công Ty Cổ Phần Kinh Doanh Thiết Bị Công Nghiệp,"467 Nguyễn Trãi, P. Thanh Xuân Nam, Q. Thanh Xuân,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__ốc, Vít, Bù Loong__Thép Chế Tạo__Thiết Bị Đo Điện, Thử Nghiệm Điện__Vòng Bi, Bạc Đạn__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..",www.ietchn.com,'02438542370',Văn Phòng,,,,tchc.ietc@gmail.com,https://www.yellowpages.vn/lgs/727698/cong-ty-co-phan-kinh-doanh-thiet-bi-cong-nghiep.html
Công Ty CP Đại Đồng Industries Việt Nam,"Số 551 Đ. Nguyễn Văn Cừ, P. Gia Thụy, Q. Long Biên, Hà Nội","Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",www.cautruc-nhathep.com,'0438737528__02438737528',Văn Phòng,,,,ketoandaidong@gmail.com,https://www.yellowpages.vn/lgs/119345250/cong-ty-cp-dai-dong-industries-viet-nam.html
Hoàng Anh - Công Ty Cổ Phần Kết Cấu Thép & Thiết Bị Nâng Hạ Hoàng Anh,"Lô 5, Khu G,Hồng Liên, Q. Thanh Xuân,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02435574172',,,,,,https://www.yellowpages.vn/lgs/663999/hoang-anh-cong-ty-co-phan-ket-cau-thep---thiet-bi-nang-ha-hoang-anh.html
Trường Phúc Hưng - Công Ty TNHH Công Nghiệp Trường Phúc Hưng,"15/64 Quốc Lộ 13, Khu Phố 2, P. Hiệp Bình Chánh, Q. Thủ Đức,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02837266699',,,,,,https://www.yellowpages.vn/lgs/1000173/truong-phuc-hung-cong-ty-tnhh-cong-nghiep-truong-phuc-hung.html
Công Ty TNHH Thương Mại & Sản Xuất Cơ Khí T.M.C,"90/5C 12 Quang Trung, P. 11, Q. Gò Vấp,","Cơ Khí -  Gia Công và Chế Tạo__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.tmccranes.com,'02835897659',,,,,,https://www.yellowpages.vn/lgs/988782/cong-ty-tnhh-thuong-mai---san-xuat-co-khi-t.m.c.html
Việt Anh - Công Ty TNHH Thiết Bị Cầu Trục Việt Anh,"Xóm Quỳnh Lân,Phan Trọng Tuệ, H. Thanh Trì,","Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02436864648',,,,,,https://www.yellowpages.vn/lgs/718362/viet-anh-cong-ty-tnhh-thiet-bi-cau-truc-viet-anh.html
Megastar - Vpđd Công Ty Cổ Phần Bất Động Sản Megastar,"Tòa Nhà Vimadeco, 163 Nguyễn Văn Trỗi, P. 11, Q. Phú Nhuận,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",www.megastar.com.vn,'02838479804',,,,,,https://www.yellowpages.vn/lgs/1092000/megastar-vpdd-cong-ty-co-phan-bat-dong-san-megastar.html
